Site,DateTime,burn,trib_main,Type,Event_Date,Stage,DOC_mgL,SRP_ugL,TC_mgL,TDP_mgL,TN_mgL,TOC_mgL,NH4N_color_mgL,Fluoride_mgL,Chloride_mgL,Sulfate_mgL,Bromide_mgL,NitrateN_mgL,Sodium_uM,Ammonium_uM,Potassium_uM,Magnesium_uM,Calcium_uM
BMW,8/23/20 13:15,burned,mainstem,GRAB,8/22/20,flood,48.54666667,136.4666667,NA,NA,3.905333333,NA,0.050033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,12/28/20 12:00,burned,mainstem,GRAB,NA,baseflow,2.274,51.3,NA,NA,0.004,NA,0.0122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,1/17/21 11:13,burned,mainstem,GRAB,NA,baseflow,2.452,NA,NA,NA,0.004,NA,NA,0.382125,5.317275,11.728525,0.035225,3.313075,241.1894,8.70375,72.8343,172.9149,519.20815
BMW,1/27/21 12:00,burned,mainstem,GRAB,NA,baseflow,3.0225,NA,NA,NA,0.64175,NA,0.0183,0.525842857,10.83705714,23.4589,0.061742857,4.134271429,490.2166357,3.956771429,68.9353,324.5081857,787.5472214
BMW,3/3/21 10:20,burned,mainstem,GRAB,NA,baseflow,2.679,NA,NA,NA,0.004,NA,0.0125,0.55985,12.29875,18.55755,0.04545,1.686625,603.98225,10.724925,63.0094,330.7519,645.917575
BMW,4/12/21 7:45,burned,mainstem,GRAB,NA,baseflow,2.799,NA,NA,NA,0.004,NA,0.003,0.3018,3.4942,6.3537,0.0346,2.6274,169.8658,8.8358,37.981,135.0088,453.555
BMW,4/14/21 12:00,burned,mainstem,GRAB,NA,baseflow,NA,NA,NA,NA,NA,NA,NA,0.8182,34.0418,28.15,0.0433,0.0449,1483.3575,1.53,27.194,773.045,816.4715
BMW,6/2/21 12:00,burned,mainstem,GRAB,NA,baseflow,39.995,932.5,60.545,0.396,3.07,NA,0.9055,1.2898,14.4862,27.9119,6.7248,4.0766,129.7135,6.236,176.682,141.3125,675.769
BMW,7/24/21 12:05,burned,mainstem,GRAB,7/23/21,flood,11.15,289,24.495,0.00465,0.94,NA,0.0422,0.3069,11.3801,26.2746,0.0023,2.4541,289.818,1.53,81.3035,205.8285,679.1315
BMW,7/26/21 12:00,burned,mainstem,GRAB,7/25/21,flood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 1:42,burned,mainstem,ISCO,7/31/21,flood,6.897,45.2,60.45,0.00465,0.819,NA,0.031,0.5129,44.4063,195.321,0.0023,1.0355,2295.2055,1.53,92.6335,1317.115,1282.342
BMW,7/31/21 1:57,burned,mainstem,ISCO,7/31/21,flood,21.58,227,NA,NA,1.925,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 2:12,burned,mainstem,ISCO,7/31/21,flood,28.465,365.5,NA,NA,2.568,27.45,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 2:27,burned,mainstem,ISCO,7/31/21,flood,30.115,243,NA,NA,3.431,NA,0.4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 2:42,burned,mainstem,ISCO,7/31/21,flood,31.865,305,NA,NA,3.834,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 2:57,burned,mainstem,ISCO,7/31/21,flood,38.035,316,NA,NA,3.947,51.68,0.8165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 3:12,burned,mainstem,ISCO,7/31/21,flood,36.335,213.5,NA,NA,3.125,NA,0.6705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 3:27,burned,mainstem,ISCO,7/31/21,flood,39.26,167.8,NA,NA,3.297,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 3:42,burned,mainstem,ISCO,7/31/21,flood,41.96,234,110.25,0.184,1.937,NA,0.6145,0.2778,22.335,39.9764,0.0507,0.052,355.0648,40.3662,193.869,453.438,897.657
BMW,7/31/21 3:57,burned,mainstem,ISCO,7/31/21,flood,44.63,345,NA,NA,2.6965,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 4:12,burned,mainstem,ISCO,7/31/21,flood,46.635,110.8,NA,NA,3.386,NA,0.3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 4:27,burned,mainstem,ISCO,7/31/21,flood,48.645,166.4,NA,NA,3.4815,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 4:42,burned,mainstem,ISCO,7/31/21,flood,45.285,234.5,NA,NA,2.647,NA,0.3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 5:42,burned,mainstem,ISCO,7/31/21,flood,42.865,264,NA,NA,2.3965,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 6:42,burned,mainstem,ISCO,7/31/21,flood,46.785,88.8,NA,NA,3.218,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 7:42,burned,mainstem,ISCO,7/31/21,flood,40.58,75.45,NA,NA,2.2755,NA,0.3095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 8:42,burned,mainstem,ISCO,7/31/21,flood,35.71,102,NA,NA,1.986,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 9:42,burned,mainstem,ISCO,7/31/21,flood,36.92,112.5,NA,NA,2.084,NA,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,7/31/21 10:42,burned,mainstem,ISCO,7/31/21,flood,25.93,134.5,133.35,0.188,2.374,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,10/8/21 10:45,burned,mainstem,GRAB,NA,baseflow,2.0295,30.8,NA,NA,2.0295,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMW,5/18/22 10:15,burned,mainstem,GRAB,NA,baseflow,2.3105,NA,NA,NA,0.004,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/24/21 12:00,burned,tributary,GRAB,7/23/21,flood,NA,NA,NA,NA,NA,NA,0.052025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 16:20,burned,tributary,ISCO,7/25/21,flood,7.325,524.5,26.755,0.247,1.676,13.375,0.131,0.6654,3.6263,7.4323,0.041,4.1332,179.697,1.53,93.359,157.536,548.468
CC,7/25/21 16:30,burned,tributary,GRAB,7/25/21,flood,8.874,362.5,19.61,0.157,2.683333333,NA,0.1975,0.2761,3.4896,6.8609,0.02515,3.4603,78.015,7.083,46.4545,54.8115,289.1195
CC,7/25/21 16:35,burned,tributary,ISCO,7/25/21,flood,9.59,371.5,NA,NA,4.6675,NA,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 16:50,burned,tributary,ISCO,7/25/21,flood,9.468,426.5,NA,NA,4.509,12.7,0.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 17:05,burned,tributary,ISCO,7/25/21,flood,8.2455,454,NA,NA,4.155,12.13,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 17:20,burned,tributary,ISCO,7/25/21,flood,9.664,333,NA,NA,4.8995,11.81,0.09905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 17:35,burned,tributary,ISCO,7/25/21,flood,9.5125,317,NA,NA,4.7635,NA,0.07465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 17:50,burned,tributary,ISCO,7/25/21,flood,8.019,246,NA,NA,4.6295,10.8,0.06915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 18:05,burned,tributary,ISCO,7/25/21,flood,6.8325,279.5,NA,NA,4.4475,10.48,0.06045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 18:20,burned,tributary,ISCO,7/25/21,flood,8.3815,300.5,NA,NA,4.5555,11.505,0.03855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 18:35,burned,tributary,ISCO,7/25/21,flood,9.2765,308.5,NA,NA,5.0805,10.465,0.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 18:50,burned,tributary,ISCO,7/25/21,flood,9.78,273.5,NA,NA,4.9395,10.745,0.0859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 19:05,burned,tributary,ISCO,7/25/21,flood,5.0635,402,21.945,0.152,2.398,NA,0.04955,0.6329,3.4995,7.9521,0.0023,4.7148,167.5735,1.53,63.6865,108.3875,529.8975
CC,7/25/21 19:20,burned,tributary,ISCO,7/25/21,flood,8.993,330,NA,NA,4.427,NA,0.1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 20:20,burned,tributary,ISCO,7/25/21,flood,8.1295,306.5,NA,NA,4.296,10.45,0.06215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 21:20,burned,tributary,ISCO,7/25/21,flood,12.5985,329,NA,NA,4.871,NA,0.06165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 22:20,burned,tributary,ISCO,7/25/21,flood,NA,343.5,NA,NA,NA,NA,0.08275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/25/21 23:20,burned,tributary,ISCO,7/25/21,flood,9.5885,251,NA,NA,4.66,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/26/21 0:20,burned,tributary,ISCO,7/25/21,flood,9.215,209.2,NA,NA,4.351,10.2,0.02905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/26/21 1:20,burned,tributary,ISCO,7/25/21,flood,10.43,197.9,NA,NA,5.976,NA,0.01465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/26/21 2:20,burned,tributary,ISCO,7/25/21,flood,10.119,192.3,NA,NA,6.154,10.82,0.02645,NA,NA,NA,NA,NA,206.2464,6.0502,30.9968,99.7182,275.6272
CC,7/26/21 3:20,burned,tributary,ISCO,7/25/21,flood,9.1955,184.1,NA,NA,6.109,10.5,0.02295,NA,NA,NA,NA,NA,179.247,5.2212,26.5572,73.5856,201.0778
CC,7/26/21 4:20,burned,tributary,ISCO,7/25/21,flood,9.764,NA,NA,NA,5.9635,10.255,NA,NA,NA,NA,NA,NA,155.8672,4.4486,20.4888,81.8116,236.7538
CC,7/26/21 5:20,burned,tributary,ISCO,7/25/21,flood,6.3225,312.5,20.995,0.15,2.778,NA,0.0686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,7/26/21 6:20,burned,tributary,ISCO,7/25/21,flood,7.16,317.5,20.85,0.071325,2.624,NA,0.1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 8:48,burned,tributary,GRAB,8/12/21,flood,16.9045,NA,NA,NA,3.149,11.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 8:56,burned,tributary,ISCO,8/12/21,flood,16.77,288.5,29.645,0.00465,0.389333333,NA,0.003,1.0646,2.6896,5.948,0.0023,4.00E-04,166.157,1.53,110.3145,212.967,820.265
CC,8/12/21 9:10,burned,tributary,ISCO,8/12/21,flood,9.2965,NA,NA,NA,2.1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 9:25,burned,tributary,ISCO,8/12/21,flood,9.2745,260,NA,NA,3.0435,NA,0.01485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 9:40,burned,tributary,ISCO,8/12/21,flood,8.995,320,NA,NA,3.0645,NA,0.01885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 9:55,burned,tributary,ISCO,8/12/21,flood,8.3665,333,NA,NA,3.0955,NA,0.03345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 10:10,burned,tributary,ISCO,8/12/21,flood,9.2605,398,NA,NA,3.2415,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 10:25,burned,tributary,ISCO,8/12/21,flood,9.439,434.5,NA,NA,3.1785,NA,0.0611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 10:40,burned,tributary,ISCO,8/12/21,flood,8.8105,324,NA,NA,2.7305,NA,0.06015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 10:55,burned,tributary,ISCO,8/12/21,flood,9.2425,334,NA,NA,3.181,10.76,0.05225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 11:10,burned,tributary,ISCO,8/12/21,flood,11.98233333,252.5,NA,NA,2.237333333,9.9005,0.01115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 11:25,burned,tributary,ISCO,8/12/21,flood,7.563,261,NA,NA,2.792,10.82,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 11:40,burned,tributary,ISCO,8/12/21,flood,5.817,371.5,26.73,0.00465,0.789,NA,0.0297,0.3154,3.1404,8.3127,0.0352,3.7984,155.7925,1.53,66.9445,104.939,493.3055
CC,8/12/21 11:56,burned,tributary,ISCO,8/12/21,flood,7.223,278.5,NA,NA,2.3925,10.655,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 12:56,burned,tributary,ISCO,8/12/21,flood,10.145,358,NA,NA,3.3635,10.67,0.05795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 13:56,burned,tributary,ISCO,8/12/21,flood,12.96,308,NA,NA,3.3375,NA,0.06205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 14:56,burned,tributary,ISCO,8/12/21,flood,12.325,334,NA,NA,3.425,11.365,0.0559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 15:56,burned,tributary,ISCO,8/12/21,flood,10.51,198.25,NA,NA,3.516,9.6735,0.021975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 17:56,burned,tributary,ISCO,8/12/21,flood,9.878,260,NA,NA,3.102,10.89,0.0113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 18:56,burned,tributary,ISCO,8/12/21,flood,8.7295,224,NA,NA,2.4405,11.035,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 19:56,burned,tributary,ISCO,8/12/21,flood,8.286,210.5,NA,NA,3.2995,11.98,0.01415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 20:56,burned,tributary,ISCO,8/12/21,flood,8.3135,NA,NA,NA,3.1545,11.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 21:56,burned,tributary,ISCO,8/12/21,flood,10.155,248,NA,NA,3.279,10.94,0.0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/12/21 22:56,burned,tributary,ISCO,8/12/21,flood,7.807,NA,27.19,NA,3.553,NA,NA,0.446,5.6594,13.7102,0.0171,4.0355,257.9515,1.53,57.1455,148.626,616.597
CC,8/13/21 0:20,burned,tributary,ISCO,8/13/21,flood,NA,441,18.705,0.59,2.5055,NA,0.0453,0.2929,3.5512,5.4944,0.0641,2.3138,163.777,19.23,73.888,130.1525,526.4185
CC,8/13/21 0:50,burned,tributary,ISCO,8/13/21,flood,NA,435,NA,NA,3.568,NA,0.0682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 1:50,burned,tributary,ISCO,8/13/21,flood,NA,457,NA,NA,3.571,NA,0.0688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 4:50,burned,tributary,ISCO,8/13/21,flood,NA,357,NA,NA,5.187,NA,0.0709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 21:20,burned,tributary,ISCO,8/13/21,flood,12.1,225,34.865,0.294,2.5225,NA,0.0341,2.6463,9.9742,28.3958,0.0495,2.7817,520.3965,6.709,86.2275,282.0975,807.7135
CC,8/13/21 21:35,burned,tributary,ISCO,8/13/21,flood,9.292,321,NA,NA,3.811,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 21:50,burned,tributary,ISCO,8/13/21,flood,10.07,250,NA,NA,3.982,NA,0.0308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 22:35,burned,tributary,ISCO,8/13/21,flood,11.94,542,NA,NA,2.526,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 22:50,burned,tributary,ISCO,8/13/21,flood,10.79,504,NA,NA,1.789,NA,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 23:05,burned,tributary,ISCO,8/13/21,flood,9.667,462,NA,NA,3.076,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 23:20,burned,tributary,ISCO,8/13/21,flood,10.66,388,NA,NA,2.457,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 23:35,burned,tributary,ISCO,8/13/21,flood,10.07,472,NA,NA,2.912,NA,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/13/21 23:50,burned,tributary,ISCO,8/13/21,flood,9.666,426,NA,NA,3.303,NA,0.0784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/14/21 0:20,burned,tributary,ISCO,8/13/21,flood,8.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/14/21 0:20,burned,tributary,ISCO,8/14/21,flood,NA,NA,NA,NA,NA,NA,NA,0.2929,3.5512,5.4944,0.0641,2.3138,163.777,19.23,73.888,130.1525,526.4185
CC,8/14/21 0:50,burned,tributary,ISCO,8/13/21,flood,8.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/14/21 1:50,burned,tributary,ISCO,8/13/21,flood,8.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/14/21 4:50,burned,tributary,ISCO,8/13/21,flood,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/14/21 8:50,burned,tributary,ISCO,8/13/21,flood,9.482,207,NA,NA,3.837,NA,0.0455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/14/21 9:50,burned,tributary,ISCO,8/13/21,flood,9.695,257,24.6,0.00465,2.2165,NA,0.0506,0.3037,4.8656,12.3584,0.005,4.0741,346.7975,7.7385,69.8615,185.48,603.1065
CC,8/14/21 9:50,burned,tributary,ISCO,8/14/21,flood,NA,NA,NA,NA,NA,NA,NA,0.3037,4.8656,12.3584,0.005,4.0741,346.7975,7.7385,69.8615,185.48,603.1065
CC,8/16/21 22:29,burned,tributary,ISCO,8/16/21,flood,9.4305,168,29.015,0.127,0.004,NA,0.032,0.0012,4.5828,8.8811,0.0513,0.2533,171.1225,5.742,64.762,129.683,603.045
CC,8/16/21 22:43,burned,tributary,ISCO,8/16/21,flood,10.325,215,NA,NA,1.4025,NA,0.1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/16/21 22:58,burned,tributary,ISCO,8/16/21,flood,9.4215,109.65,NA,NA,0.9403,NA,0.04435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/16/21 23:13,burned,tributary,ISCO,8/16/21,flood,NA,NA,NA,NA,1.687,NA,NA,NA,NA,NA,NA,NA,238.3468,10.6204,33.8522,105.2062,274.7124
CC,8/16/21 23:28,burned,tributary,ISCO,8/16/21,flood,NA,NA,NA,NA,1.581,NA,NA,NA,NA,NA,NA,NA,160.0846,7.042,19.6706,76.6638,224.137
CC,8/16/21 23:58,burned,tributary,ISCO,8/16/21,flood,10.56,284.5,NA,NA,2.028,NA,0.06275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 0:13,burned,tributary,ISCO,8/16/21,flood,9.1515,NA,NA,NA,2.088,NA,NA,0.4726,4.9846,10.5124,0.0276,3.0708,240.021,15.7045,50.3235,160.089,570.071
CC,8/17/21 0:28,burned,tributary,ISCO,8/16/21,flood,8.8265,286.5,NA,0.247,2.409,NA,0.03145,0.4726,4.9846,10.5124,0.0276,3.0708,240.021,15.7045,50.3235,160.089,570.071
CC,8/17/21 0:43,burned,tributary,ISCO,8/16/21,flood,8.6705,228,NA,NA,2.761,NA,0.0243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 0:58,burned,tributary,ISCO,8/16/21,flood,9.854,218.5,NA,NA,3.785,NA,0.02375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 1:13,burned,tributary,ISCO,8/16/21,flood,9.247,NA,NA,NA,4.3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 2:13,burned,tributary,ISCO,8/16/21,flood,9.403,225,NA,NA,4.013,NA,0.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 3:13,burned,tributary,ISCO,8/16/21,flood,8.5105,254,NA,NA,3.3915,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 4:13,burned,tributary,ISCO,8/16/21,flood,7.779,NA,NA,NA,2.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 4:14,burned,tributary,ISCO,8/16/21,flood,NA,208.1,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 5:13,burned,tributary,ISCO,8/16/21,flood,8.316,214.4,NA,NA,8.316,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 6:13,burned,tributary,ISCO,8/16/21,flood,6.3465,NA,NA,NA,6.3465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/17/21 7:13,burned,tributary,ISCO,8/16/21,flood,6.825,267.5,28.82,0.141,0.004,NA,0.01935,0.7076,10.5439,29.4767,0.0165,2.3361,566.1785,5.923,75.0515,259.9085,708.0195
CC,8/17/21 23:13,burned,tributary,ISCO,8/16/21,flood,9.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.3468,10.6204,33.8522,105.2062,274.7124
CC,8/17/21 23:28,burned,tributary,ISCO,8/16/21,flood,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.0846,7.042,19.6706,76.6638,224.137
CC,8/18/21 14:37,burned,tributary,ISCO,8/18/21,flood,31.07,NA,NA,NA,1.222,NA,NA,0.0012,5.5961,6.2502,0.1276,0.055,116.6655,1.53,86.133,255.2585,648.074
CC,8/18/21 15:07,burned,tributary,ISCO,8/18/21,flood,11.2975,156.5,43.73,0.222,0.004,NA,0.09385,0.2897,12.3538,6.4823,0.2416,4.00E-04,90.4265,8.5805,48.138,217.5015,500.0855
CC,8/18/21 15:22,burned,tributary,ISCO,8/18/21,flood,14.62,NA,NA,NA,0.89555,26.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/18/21 15:37,burned,tributary,ISCO,8/18/21,flood,4.477,212.3,NA,NA,0.5165,10.875,0.0816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/18/21 15:52,burned,tributary,ISCO,8/18/21,flood,6.1465,223.9,NA,NA,1.5115,10.312,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/18/21 16:07,burned,tributary,ISCO,8/18/21,flood,4.164,194.7,NA,NA,1.01225,9.0715,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/18/21 16:22,burned,tributary,ISCO,8/18/21,flood,4.4285,399.5,20.05,0.722,1.583,NA,0.124,0.3384,2.8261,4.2327,0.1413,1.1235,103.9075,13.5345,54.0685,108.202,382.598
CC,8/19/21 0:07,burned,tributary,ISCO,8/18/21,flood,8.0325,NA,22.585,NA,1.866,NA,NA,0.4489,4.72,10.8714,0.0246,2.5476,220.9785,1.53,54.0505,111.893,452.076
CC,8/19/21 1:07,burned,tributary,ISCO,8/18/21,flood,2.9005,108.4,NA,NA,0.87455,9.483,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/19/21 2:07,burned,tributary,ISCO,8/18/21,flood,3.504,NA,NA,NA,1.2227,10.1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/19/21 3:07,burned,tributary,ISCO,8/18/21,flood,6.6515,NA,NA,NA,1.8035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CC,8/19/21 4:07,burned,tributary,ISCO,8/18/21,flood,6.7445,230.5,26.735,0.131,1.649,NA,0.03295,0.4403,12.2421,10.7368,0.0093,2.3243,323.122,147.3975,75.8225,175.674,611.045
CC,9/1/21 2:48,burned,tributary,ISCO,9/1/21,flood,5.945,413,NA,0.421,1.865,NA,0.07885,NA,NA,NA,NA,NA,95.8295,5.21,65.445,116.6185,452.6845
CC,9/1/21 3:03,burned,tributary,ISCO,9/1/21,flood,6.35,NA,NA,NA,6.35,NA,NA,0.2632,4.2932,4.4939,0.0023,1.4197,NA,NA,NA,NA,NA
CC,9/1/21 3:18,burned,tributary,ISCO,9/1/21,flood,5.7865,292,NA,NA,5.7865,NA,0.0145,0.2038,3.073,2.4528,0.0067,0.8922,150.6388,5.473,97.3516,128.05,379.146
CC,9/1/21 3:33,burned,tributary,ISCO,9/1/21,flood,5.6685,287,NA,NA,5.6685,NA,0.02485,0.4584,1.8697,3.6156,0.0023,1.1888,NA,NA,NA,NA,NA
CC,9/1/21 3:48,burned,tributary,ISCO,9/1/21,flood,5.715,318,NA,NA,2.6357,NA,0.003,0.4697,2.2986,4.4265,0.0105,1.1704,NA,NA,NA,NA,NA
CC,9/1/21 4:03,burned,tributary,ISCO,9/1/21,flood,5.139,281,NA,NA,2.875,NA,0.003,0.4683,1.7117,4.2993,0.0023,1.2331,NA,NA,NA,NA,NA
CC,9/1/21 4:18,burned,tributary,ISCO,9/1/21,flood,5.0065,243,NA,0.262,1.515,NA,0.0314,NA,NA,NA,NA,NA,123.5755,1.53,65.986,112.7465,482.699
CC,9/1/21 4:33,burned,tributary,ISCO,9/1/21,flood,4.6105,201.3,NA,NA,4.6105,NA,0.003,0.3277,1.5368,2.8364,0.0023,1.2184,226.8292,4.2478,111.443,169.512,530.237
CC,9/1/21 4:48,burned,tributary,ISCO,9/1/21,flood,5.4225,224,NA,NA,3.526,NA,0.003,0.3459,1.2698,2.5364,0.0023,1.0664,194.8478,4.0982,98.707,113.8034,407.6622
CC,9/1/21 5:03,burned,tributary,ISCO,9/1/21,flood,5.334,249,NA,NA,1.6995,NA,0.003,0.3365,1.3762,2.6282,0.0023,1.15,233.807,3.5296,107.119,146.0104,453.5528
CC,9/1/21 5:18,burned,tributary,ISCO,9/1/21,flood,6.733,181.5,NA,NA,1.849,NA,0.003,0.3601,1.3732,2.8513,0.0023,1.2866,149.6782,2.4964,67.506,87.1266,275.3388
